"","번호","발생시각","규모","깊이(km)","위도","경도","행정구역","시군구"
"223",978,2012-03-30 14:51:51,2.3,NA,"36.49 N","127.91 E","경북"," 상주시 서북서쪽 24km 지역"
"224",977,2012-03-29 00:26:53,2.2,NA,"35.34 N","125.95 E","전북"," 부안군 위도 남서쪽 43km 해역"
"225",976,2012-03-18 09:21:03,2.5,NA,"36.90 N","130.24 E","경북"," 울진군 동쪽 75km 해역"
"226",975,2012-02-27 00:26:26,2.5,NA,"35.15 N","129.85 E","울산"," 동구 남동쪽 55km 해역"
"227",974,2012-02-24 09:05:32,3.2,NA,"35.20 N","129.93 E","울산"," 동구 남동쪽 57km 해역"
"228",973,2012-02-24 00:54:55,2.4,NA,"35.13 N","129.85 E","울산"," 동구 남동쪽 57km 해역"
"229",972,2012-02-21 22:30:56,2.5,NA,"35.13 N","129.80 E","부산"," 기장군 동남동쪽 54km 해역"
"230",971,2012-02-19 20:21:29,2.7,NA,"35.13 N","129.89 E","울산"," 동구 남동쪽 59km 해역"
"231",970,2012-01-24 02:41:53,2.2,NA,"37.12 N","125.96 E","인천"," 옹진군 덕적도 서남서쪽 20km 해역"
"232",969,2012-01-19 15:43:00,2.7,NA,"38.51 N","126.23 E","북한"," 황해북도 평산 북서쪽 24km 지역"
"233",968,2012-01-16 03:03:54,2.2,NA,"36.79 N","128.75 E","경북"," 안동시 북쪽 25km 지역"
"234",967,2012-01-01 19:40:31,2,NA,"39.02 N","125.82 E","북한"," 평양 동쪽 6km 지역"
"235",966,2011-12-27 21:57:17,3.3,NA,"36.86 N","129.94 E","경북"," 울진군 동남동쪽 50km 해역"
"236",965,2011-12-25 00:01:25,2.3,NA,"37.12 N","128.99 E","강원"," 태백시 남쪽 5km 지역"
"237",964,2011-12-14 15:39:56,2,NA,"37.97 N","125.82 E","북한"," 황해남도 해주 남동쪽 12km 지역"
"238",963,2011-11-30 00:37:34,2.5,NA,"35.98 N","126.53 E","전북"," 군산시 서쪽 17km 해역"
"239",962,2011-11-26 04:03:56,2.2,NA,"34.23 N","127.67 E","전남"," 여수시 거문도 북동쪽 40km 해역"
"240",961,2011-11-02 07:20:24,3,NA,"35.54 N","130.65 E","울산"," 동구 동쪽 111km 해역"
"241",960,2011-10-07 19:04:30,2.7,NA,"33.34 N","127.19 E","제주"," 서귀포시 성산 동쪽 29km 해역"
"242",959,2011-09-28 13:20:04,2.6,NA,"38.48 N","126.26 E","북한"," 황해북도 평산 북서쪽 20km 지역"
"243",958,2011-09-26 22:12:19,3.3,NA,"34.58 N","128.12 E","경남"," 남해군 남동쪽 36km 해역"
"244",957,2011-09-25 12:59:31,2.6,NA,"35.58 N","125.90 E","전북"," 부안군 위도 서쪽 36km 해역"
"245",956,2011-09-21 23:59:25,2.6,NA,"35.91 N","125.21 E","전북"," 군산시 어청도 서남서쪽 72km 해역"
"246",955,2011-09-08 01:56:39,3.2,NA,"38.82 N","126.00 E","북한"," 황해북도 사리원 북동쪽 19km 지역"
"247",954,2011-08-31 19:39:36,2.6,NA,"35.70 N","129.75 E","울산"," 동구 북동쪽 37km 해역"
"248",953,2011-08-20 13:22:53,2.2,NA,"38.46 N","127.83 E","북한"," 강원 회양 남동쪽 34km 지역"
"249",952,2011-08-20 06:57:48,3,NA,"37.50 N","124.46 E","인천"," 백령도 남남서쪽 54km 해역"
"250",951,2011-08-15 06:10:40,3.2,NA,"38.47 N","125.63 E","북한"," 황해북도 사리원 서남서쪽 12km 지역"
"251",950,2011-08-09 12:11:04,2.5,NA,"35.66 N","129.76 E","울산"," 동구 동북동쪽 35km 해역"
"252",949,2011-07-28 11:28:43,2.2,NA,"35.90 N","129.70 E","경북"," 포항시 남구 동남동쪽 35km 해역"
"253",948,2011-07-27 14:38:17,2.8,NA,"36.55 N","129.56 E","경북"," 영덕군 북동쪽 23km 해역"
"254",947,2011-07-19 14:54:50,2.4,NA,"37.89 N","124.67 E","인천"," 백령도 남쪽 7km 해역"
"255",946,2011-07-13 04:05:34,2.1,NA,"35.91 N","128.39 E","경북"," 성주군 동쪽 9km 지역"
"256",945,2011-07-05 02:13:28,2.3,NA,"38.58 N","126.36 E","북한"," 황해북도 신계 서북서쪽 18km 지역"
"257",944,2011-06-27 14:11:38,2.9,NA,"35.52 N","126.14 E","전북"," 부안군 위도 서남서쪽 17km 해역"
"258",943,2011-06-17 16:57:01,2.4,NA,"37.90 N","124.81 E","인천"," 백령도 동남동쪽 13km 해역"
"259",942,2011-06-17 16:38:33,4,NA,"37.89 N","124.81 E","인천"," 백령도 동남동쪽 13km 해역"
"260",941,2011-06-16 08:13:43,2.8,NA,"33.62 N","127.27 E","제주"," 서귀포시 성산 북동쪽 44km 해역"
"261",940,2011-06-15 14:21:49,3.7,NA,"33.71 N","127.81 E","전남"," 여수시 거문도 남동쪽 58km 해역"
"262",939,2011-06-09 15:13:37,2.6,NA,"35.91 N","129.70 E","경북"," 포항시 남구 동남동쪽 32km 해역"
"263",938,2011-06-08 14:21:39,3,NA,"35.08 N","125.30 E","전남"," 신안군 흑산면 북북서쪽 50km 해역"
"264",937,2011-06-05 22:53:35,2.5,NA,"36.05 N","127.53 E","충남"," 금산군 남남동쪽 7km 지역"
"265",936,2011-06-02 10:50:18,2.9,NA,"36.70 N","127.94 E","경북"," 문경시 서북서쪽 26km 지역"
"266",935,2011-06-02 08:09:57,2.9,NA,"33.59 N","127.26 E","제주"," 서귀포시 성산 동북동쪽 42km 해역"
"267",934,2011-05-29 10:22:50,3.2,NA,"35.58 N","128.75 E","경북"," 청도군 남쪽 8km 지역"
"268",933,2011-05-28 15:41:50,2.5,NA,"35.93 N","129.69 E","경북"," 포항시 남구 동남동쪽 31km 해역"
"269",932,2011-05-25 18:29:46,2.3,NA,"33.61 N","127.28 E","제주"," 서귀포시 성산 동북동쪽 31km 해역"
"270",931,2011-05-11 21:08:58,2.2,NA,"39.33 N","126.22 E","북한"," 평안남도 성천 북쪽 10km 지역"
"271",930,2011-04-24 16:37:30,3.1,NA,"37.85 N","125.01 E","인천"," 백령도 동남동쪽 31km 해역"
"272",929,2011-04-11 23:48:19,2.8,NA,"39.13 N","125.87 E","북한"," 평안남도 평성 남쪽 12km 지역"
"273",928,2011-04-11 06:11:51,3.1,NA,"37.72 N","129.07 E","강원"," 강릉시 동남동쪽 16km 해역"
"274",927,2011-04-03 01:47:39,2.7,NA,"35.77 N","128.53 E","대구"," 달성군 남남서쪽 7km 지역"
"275",926,2011-03-28 13:50:29,3.2,NA,"35.97 N","129.95 E","경북"," 포항시 북구 동쪽 53km 해역"
"276",925,2011-03-24 04:35:12,2.8,NA,"36.34 N","127.83 E","충북"," 옥천군 동쪽 23km 지역"
"277",924,2011-03-14 14:47:11,2.9,NA,"34.62 N","126.10 E","전남"," 신안군 남서쪽 31km 해역"
"278",923,2011-03-13 03:12:03,2.3,NA,"37.50 N","125.33 E","인천"," 옹진군 연평도 서남서쪽 38km 해역"
"279",922,2011-03-12 08:15:36,2.6,NA,"37.00 N","125.27 E","충남"," 태안군 서격렬비도 북북서쪽 50km 해역"
"280",921,2011-03-11 09:57:56,2.5,NA,"38.51 N","127.57 E","북한"," 강원 회양 남쪽 22km 지역"
"281",920,2011-03-06 11:04:40,2.9,NA,"38.66 N","125.67 E","북한"," 황해북도 송림 남남동쪽 9km 지역"
"282",919,2011-02-27 18:50:50,3.5,NA,"33.65 N","125.90 E","제주"," 제주시 고산 북북서쪽 47km 해역"
"283",918,2011-02-11 19:21:27,2.2,NA,"37.19 N","129.06 E","강원"," 삼척시 남남서쪽 30km 지역"
"284",917,2011-01-26 22:15:54,2.7,NA,"33.40 N","127.33 E","제주"," 서귀포시 성산 동쪽 42km 해역"
"285",916,2011-01-21 10:56:47,2.2,NA,"33.70 N","127.38 E","전남"," 여수시 거문도 남쪽 37km 해역"
"286",915,2011-01-04 01:22:07,2,NA,"36.41 N","127.15 E","충남"," 공주시 남동쪽 4km 지역"
"287",914,2010-12-20 06:56:06,2.2,NA,"36.93 N","125.50 E","충남"," 태안군 서격렬비도 북북서쪽 35km 해역"
"288",913,2010-12-19 09:11:26,2.6,NA,"37.31 N","129.38 E","강원"," 삼척시 남동쪽 24km 해역"
"289",912,2010-11-28 10:15:27,2.3,NA,"35.18 N","127.02 E","전남"," 담양군 남쪽 16km 지역"
"290",911,2010-11-27 07:51:36,2.8,NA,"35.95 N","129.79 E","경북"," 포항시 남구 동쪽 39km 해역"
"291",910,2010-11-20 00:07:17,2.7,NA,"36.83 N","126.76 E","충남"," 당진시 동남동쪽 13km 지역"
"292",909,2010-11-07 20:11:39,2.8,NA,"40.15 N","128.28 E","북한"," 함경남도 북청 서북서쪽 11km 지역"
"293",908,2010-10-25 12:36:57,2.5,NA,"34.29 N","127.39 E","전남"," 여수시 거문도 북북동쪽 30km 지역"
"294",907,2010-10-23 23:43:44,2.4,NA,"39.77 N","126.70 E","북한"," 함경남도 요덕 북서쪽 19km 지역"
"295",906,2010-10-22 11:59:11,2.5,NA,"35.85 N","128.18 E","경북"," 성주군 남서쪽 12km 지역"
"296",905,2010-10-14 18:06:23,2.3,NA,"37.14 N","129.73 E","경북"," 울진군 동북동쪽 33km 해역"
"297",904,2010-10-07 02:33:40,2.8,NA,"35.87 N","129.79 E","경북"," 포항시 남구 동남동쪽 41km 해역"
"298",903,2010-10-04 23:24:14,2.8,NA,"37.67 N","129.70 E","강원"," 삼척시 동북동쪽 53km 해역"
"299",902,2010-09-30 02:07:36,2.5,NA,"33.41 N","127.34 E","제주"," 제주시 동남동쪽 67km 해역"
"300",901,2010-09-06 19:32:43,2.8,NA,"36.56 N","129.01 E","경북"," 청송군 북북서쪽 15km 지역"
"301",900,2010-08-28 07:35:52,3.2,NA,"32.90 N","126.27 E","제주"," 제주시 고산 남남동쪽 45km 해역"
"302",899,2010-08-24 03:59:44,2.5,NA,"38.71 N","125.90 E","북한"," 황해북도 송림 동쪽 23km 지역"
"303",898,2010-07-27 18:32:41,2.2,NA,"36.34 N","127.26 E","충남"," 공주시 남동쪽 17km 지역"
"304",897,2010-07-06 03:44:13,2.3,NA,"36.47 N","127.13 E","충남"," 공주시 북북동쪽 3km 지역"
"305",896,2010-06-28 12:19:00,2.1,NA,"38.75 N","126.03 E","북한"," 황해북도 송림 동쪽 34km 지역"
"306",895,2010-06-26 04:59:09,2.7,NA,"32.35 N","125.88 E","제주"," 서귀포시 이어도 동북동쪽 70km 해역"
"307",894,2010-06-22 22:21:02,2.6,NA,"38.46 N","125.64 E","북한"," 황해북도 사리원 서남서쪽 12km 지역"
"308",893,2010-06-11 13:02:08,2.1,NA,"38.78 N","126.07 E","북한"," 황해북도 송림 동쪽 38km 지역"
"309",892,2010-05-26 15:22:16,2.4,NA,"37.60 N","129.68 E","강원"," 삼척시 동북동쪽 48km 해역"
"310",891,2010-05-15 14:44:59,2.2,NA,"36.00 N","127.84 E","전북"," 무주군 동쪽 16km 지역"
"311",890,2010-04-28 14:42:00,2.1,NA,"36.55 N","128.71 E","경북"," 안동시 남서쪽 3km 지역"
"312",889,2010-04-27 19:29:16,2.3,NA,"36.80 N","128.75 E","경북"," 안동시 북쪽 26km 지역"
"313",888,2010-04-16 19:56:11,2.2,NA,"38.78 N","126.01 E","북한"," 황해북도 송림 동쪽 29km 지역"
"314",887,2010-04-13 02:14:21,2.5,NA,"34.02 N","125.44 E","전남"," 신안군 흑산면 남쪽 70km 해역"
"315",886,2010-04-12 01:18:27,2.2,NA,"34.12 N","125.66 E","전남"," 신안군 흑산면 남남동쪽 61km 해역"
"316",885,2010-04-04 12:49:50,2.3,NA,"38.51 N","126.06 E","북한"," 황해북도 사리원 동쪽 26km 지역"
"317",884,2010-03-09 12:50:14,3.2,NA,"36.42 N","125.75 E","충남"," 태안군 서격렬비열도 남동쪽 28km 해역"
"318",883,2010-03-01 21:58:03,2.2,NA,"38.41 N","125.62 E","북한"," 황해남도 안악 남동쪽 15km 지역"
"319",882,2010-02-22 23:29:30,3,NA,"33.29 N","127.17 E","제주"," 서귀포시 동쪽 61km 해역"
"320",881,2010-02-21 21:17:01,2.3,NA,"36.75 N","127.10 E","충남"," 천안시 남서쪽 8km 지역"
"321",880,2010-02-16 18:53:32,3.3,NA,"35.63 N","129.95 E","울산"," 동구 동북동쪽 64km 해역"
"322",879,2010-02-09 18:08:14,3,NA,"37.45 N","126.80 E","경기"," 시흥시 북쪽 8km 지역"
"323",878,2010-02-03 20:57:07,2.6,NA,"33.33 N","127.19 E","제주"," 서귀포시 성산 동남동쪽 29km 해역"
"324",877,2010-02-01 06:42:17,2.4,NA,"33.34 N","127.18 E","제주"," 서귀포시 성산 동쪽 28km 해역"
"325",876,2010-02-01 05:00:12,2.3,NA,"33.30 N","127.14 E","제주"," 서귀포시 성산 동남동쪽 26km 해역"
"326",875,2010-01-23 17:54:13,2.1,NA,"36.59 N","128.17 E","경북"," 상주시 북쪽 20km 지역"
"327",874,2010-01-10 11:58:08,2.1,NA,"38.80 N","126.07 E","북한"," 평양 남동쪽 37km 지역"
"328",873,2010-01-05 20:12:11,2.6,NA,"36.97 N","126.52 E","충남"," 당진군 북서쪽 13km 지역"
"329",872,2009-12-26 10:55:50,2.2,NA,"37.87 N","124.91 E","북한"," 인천 백령도 동남동쪽 22km 해역"
"330",871,2009-12-15 09:02:13,2.4,NA,"36.76 N","127.10 E","충남"," 아산시 동남동쪽 9km 지역"
"331",870,2009-12-15 07:19:53,2.3,NA,"38.80 N","125.94 E","북한"," 황해북도 송림 동북동쪽 27km 지역"
"332",869,2009-12-11 13:13:31,2.8,NA,"33.69 N","125.64 E","전남"," 신안군 가거도 남동쪽 62km 해역"
"333",868,2009-12-04 05:14:53,2.8,NA,"36.72 N","128.55 E","경북"," 예천군 북동쪽 11km 지역"
"334",867,2009-11-27 10:34:40,2.4,NA,"37.69 N","129.58 E","강원"," 동해시 동북동쪽 44km 해역"
"335",866,2009-11-17 05:38:49,2.3,NA,"36.07 N","126.95 E","전북"," 익산시 북쪽 14km 지역"
"336",865,2009-11-14 21:27:57,2.5,NA,"34.81 N","127.93 E","경남"," 남해군 남동쪽 4km 지역"
"337",864,2009-11-14 05:28:42,2.4,NA,"35.66 N","126.91 E","전북"," 정읍시 북동쪽 14km 지역"
"338",863,2009-11-05 04:31:26,2.7,NA,"38.42 N","124.87 E","북한"," 황해남도 장연 서북서쪽 50km 해역"
"339",862,2009-10-16 13:12:24,2.3,NA,"33.40 N","127.29 E","제주"," 서귀포시 성산 동쪽 38km 해역"
"340",861,2009-10-04 12:00:06,2.5,NA,"39.38 N","126.05 E","북한"," 평안남도 평성 북북동쪽 17km 지역"
"341",860,2009-10-01 21:30:05,2.9,NA,"38.12 N","126.02 E","북한"," 황해남도 해주 동북동쪽 28km 지역"
"342",859,2009-08-25 23:08:29,2.4,NA,"37.68 N","124.68 E","인천"," 백령도 남쪽 30km 해역"
"343",858,2009-08-21 23:02:22,3.8,NA,"38.82 N","125.79 E","북한"," 황해북도 송림 북동쪽 16km 지역"
"344",857,2009-08-17 15:24:22,2.4,NA,"36.54 N","129.60 E","경북"," 영덕군 북동쪽 24km 해역"
"345",856,2009-08-15 03:18:12,2.6,NA,"36.52 N","129.61 E","경북"," 영덕군 북동쪽 23km 해역"
"346",855,2009-07-30 09:27:37,2.6,NA,"35.85 N","126.29 E","전북"," 부안군 위도 북쪽 27km 해역"
"347",854,2009-07-17 13:14:05,2.5,NA,"38.45 N","126.15 E","북한"," 황해북도 평산 서북서쪽 25km 지역"
"348",853,2009-07-15 04:04:49,3,NA,"35.14 N","125.10 E","전남"," 신안군 흑산면 북북서쪽 61km 해역"
"349",852,2009-07-01 08:55:04,2.6,NA,"37.84 N","124.94 E","인천"," 백령도 남동쪽 30km 해역"
"350",851,2009-06-29 11:52:53,2.7,NA,"37.14 N","126.00 E","인천"," 옹진군 덕적도 서남서쪽 16km 해역"
"351",850,2009-06-28 22:07:48,3,NA,"35.78 N","128.29 E","경북"," 고령군 북북동쪽 7km 지역"
"352",849,2009-06-25 13:05:58,2.2,NA,"39.43 N","126.11 E","북한"," 평안남도 성천 서북서쪽 15km 지역"
"353",848,2009-06-20 21:14:52,2.2,NA,"38.03 N","126.62 E","북한"," 개성 북동쪽 8km 지역"
"354",847,2009-06-20 04:05:50,2.9,NA,"37.09 N","124.74 E","충남"," 태안군 서격렬비도 북서쪽 89km 해역"
"355",846,2009-06-06 01:56:38,2.4,NA,"35.09 N","125.06 E","전남"," 신안군 흑산면 북서쪽 62km 해역"
"356",845,2009-06-06 00:49:42,2.8,NA,"38.63 N","127.44 E","북한"," 강원 회양 서남서쪽 16km 지역"
"357",844,2009-06-03 20:09:38,2.9,NA,"38.57 N","126.50 E","북한"," 황해북도 신계 북북서쪽 9km 지역"
"358",843,2009-06-03 15:56:02,2.4,NA,"33.19 N","126.33 E","제주"," 서귀포시 서남서쪽 18km 해역"
"359",842,2009-05-31 15:24:07,2.3,NA,"38.60 N","126.43 E","북한"," 황해북도 신계 북서쪽 14km 지역"
"360",841,2009-05-31 00:10:58,2.5,NA,"33.52 N","125.85 E","제주"," 제주시 서쪽 63km 해역"
"361",840,2009-05-26 18:59:02,2.2,NA,"36.57 N","129.22 E","경북"," 영양군 남동쪽 14km 지역"
"362",839,2009-05-25 18:12:30,2.4,NA,"36.95 N","129.33 E","경북"," 울진군 남서쪽 8km 지역"
"363",838,2009-05-15 22:41:31,2.4,NA,"36.59 N","126.41 E","충남"," 태안군 남남동쪽 20km 해역"
"364",837,2009-05-14 20:50:12,2.2,NA,"36.25 N","127.13 E","충남"," 논산시 북쪽 11km 지역"
"365",836,2009-05-02 12:28:29,2.9,NA,"36.57 N","128.71 E","경북"," 안동시 서북서쪽 2km 지역"
"366",835,2009-05-02 07:58:28,4,NA,"36.56 N","128.71 E","경북"," 안동시 서남서쪽 2km 지역"
"367",834,2009-04-29 12:15:42,2.9,NA,"33.43 N","127.36 E","제주"," 서귀포시 성산 동쪽 45km 해역"
"368",833,2009-04-21 17:44:57,2,NA,"35.45 N","128.21 E","경남"," 의령군 북북서쪽 15km 지역"
"369",832,2009-04-18 20:19:01,2.5,NA,"33.39 N","127.07 E","제주"," 서귀포시 성산 동쪽 18km 해역"
"370",831,2009-04-14 04:51:33,2.5,NA,"38.45 N","125.65 E","북한"," 황해북도 사리원 서남서쪽 11km 지역"
"371",830,2009-04-02 20:28:00,3,NA,"37.60 N","125.95 E","인천"," 강화군 서남서쪽 50km 해역"
"372",829,2009-03-30 05:58:17,2.3,NA,"36.21 N","128.08 E","경북"," 김천시 북쪽 8km 지역"
"373",828,2009-03-26 22:21:25,2.9,NA,"38.11 N","127.13 E","경기"," 연천군 동쪽 3km 지역"
"374",827,2009-03-26 02:32:14,2.3,NA,"33.38 N","127.14 E","제주"," 서귀포시 성산 동쪽 24km 해역"
"375",826,2009-03-02 14:20:26,3.4,NA,"37.08 N","124.65 E","충남"," 태안군 서격렬비도 북서쪽 95km 해역"
"376",825,2009-02-26 20:53:04,2.2,NA,"36.94 N","129.36 E","경북"," 울진군 남서쪽 7km 지역"
"377",824,2009-02-26 15:03:55,2.7,NA,"35.03 N","129.59 E","부산"," 기장군 남동쪽 41km 해역"
"378",823,2009-02-23 21:47:16,2.8,NA,"37.13 N","126.01 E","인천"," 옹진군 덕적도 남서쪽 15km 해역"
"379",822,2009-02-19 00:01:39,2.3,NA,"39.72 N","126.89 E","북한"," 함경남도 요덕 북북동쪽 9km 지역"
"380",821,2009-02-15 22:41:57,3,NA,"35.76 N","125.71 E","전북"," 군산시 어청도 남남서쪽 47km 해역"
"381",820,2009-02-15 12:57:05,2.3,NA,"35.85 N","127.72 E","전북"," 무주군 남남동쪽 18km 지역"
"382",819,2009-02-12 17:46:16,3.2,NA,"35.26 N","127.44 E","전남"," 구례군 동쪽 7km 지역"
"383",818,2009-01-13 19:07:01,3,NA,"36.47 N","129.64 E","경북"," 영덕군 동쪽 22km 해역"
"384",817,2009-01-09 20:53:22,3.2,NA,"38.73 N","125.82 E","북한"," 황해북도 사리원 북북동쪽 22km 지역"
"385",816,2009-01-05 02:59:59,2.1,NA,"33.47 N","127.31 E","제주"," 서귀포시 성산 동북동쪽 41km 해역"
"386",815,2009-01-02 08:15:53,2.2,NA,"33.94 N","127.67 E","전남"," 고흥군 남남동쪽 82km 해역"
"387",814,2009-01-01 15:58:10,2.5,NA,"36.50 N","129.08 E","경북"," 청송군 북북동쪽 7km 지역"
"388",813,2009-01-01 06:45:35,2.1,NA,"36.31 N","128.35 E","경북"," 구미시 북쪽 22km 지역"
"389",812,2008-12-29 05:51:16,2.2,NA,"35.67 N","126.34 E","전북"," 부안군 서쪽 36km 해역"
"390",811,2008-12-19 21:53:49,2.2,NA,"37.36 N","129.83 E","경북"," 울진군 북동쪽 56km 해역"
"391",810,2008-12-19 17:53:39,3.5,NA,"36.49 N","129.68 E","경북"," 영덕군 동북동쪽 29km 해역"
"392",809,2008-12-18 23:38:13,2.3,NA,"36.47 N","129.66 E","경북"," 영덕군 동북동쪽 27km 해역"
"393",808,2008-12-11 19:31:20,2.7,NA,"40.38 N","126.87 E","북한"," 자강도 용림 남남동쪽 14km 지역"
"394",807,2008-12-08 08:49:43,2.4,NA,"35.14 N","124.62 E","전남"," 신안군 흑산면 북서쪽 95km 해역"
"395",806,2008-12-07 18:02:14,2.3,NA,"37.79 N","125.02 E","북한"," 황해남도 옹진 서남서쪽 34km 해역"
"396",805,2008-12-07 02:28:07,2.4,NA,"36.45 N","129.56 E","경북"," 영덕군 동북동쪽 18km 해역"
"397",804,2008-11-11 23:37:54,2.5,NA,"38.56 N","125.66 E","북한"," 황해북도 사리원 북서쪽 11km 지역"
"398",803,2008-11-11 21:30:02,3,NA,"38.55 N","125.67 E","북한"," 황해북도 사리원 서북서쪽 9km 지역"
"399",802,2008-11-11 21:20:53,3,NA,"38.54 N","125.65 E","북한"," 황해북도 사리원 서북서쪽 10km 지역"
"400",801,2008-11-05 18:12:31,2.3,NA,"37.07 N","129.11 E","경북"," 봉화군 동북동쪽 38km 지역"
"401",800,2008-10-29 09:26:14,3.4,NA,"36.35 N","127.25 E","충남"," 공주시 남동쪽 15km 지역"
"402",799,2008-10-08 11:04:34,2.1,NA,"38.12 N","127.11 E","경기"," 연천군 북동쪽 4km 지역"
"403",798,2008-09-20 11:24:01,2.8,NA,"34.11 N","125.02 E","전남"," 신안군 흑산면 남서쪽 73km 해역"
"404",797,2008-09-13 12:05:08,2.5,NA,"35.60 N","126.99 E","전북"," 정읍시 동북동쪽 12km 지역"
"405",796,2008-09-11 10:46:10,2.4,NA,"38.08 N","127.12 E","경기"," 연천군 동남동쪽 4km 지역"
"406",795,2008-09-08 15:35:05,2.6,NA,"34.57 N","128.25 E","경남"," 통영시 남남서쪽 36km 해역"
"407",794,2008-09-04 00:44:29,3,NA,"35.13 N","125.04 E","전남"," 신안군 흑산면 북서쪽 66km 해역"
"408",793,2008-08-20 14:45:26,2.2,NA,"35.72 N","125.69 E","전북"," 군산시 어청도 남남서쪽 52km 해역"
"409",792,2008-07-27 21:48:48,2.2,NA,"34.45 N","128.08 E","경남"," 남해군 남남동쪽 46km 해역"
"410",791,2008-07-27 17:13:18,2.4,NA,"39.40 N","126.03 E","북한"," 평안남도 평성 북동쪽 23km 지역"
"411",790,2008-07-23 19:29:57,3.2,NA,"34.49 N","128.04 E","경남"," 남해군 남남동쪽 41km 해역"
"412",789,2008-07-22 23:11:26,2.5,NA,"35.31 N","129.74 E","울산"," 동구 남동쪽 36km 해역"
"413",788,2008-07-04 20:48:45,2.5,NA,"39.30 N","127.19 E","북한"," 함경남도 고원 남남서쪽 15km 지역"
"414",787,2008-07-04 19:39:10,2.1,NA,"39.26 N","127.22 E","북한"," 함경남도 고원 남쪽 18km 지역"
